nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;;destacada;expedientenumero
remodelacion oficinas cops en consultorios externos;Finalizada;salud;ministerio de salud;remodelacion meson de informes y acceso consulta externa;241731;11;villa devoto;nueva york 3952;-35∞ -20' 23,33'';-59∞ -33' 30,11'';21/1/2019;20/4/2019;3;100;sehos sa;2018;adicional de mantenimiento;88/2014;30649820704;vecinos;10;46213850;;
warnes;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;obra que como parte de una estrategia de despavimentacian esta orientada a aumentar el espacio verde en la ciudad;249600000;15;villa crespo;warnes entre remedios de escalada y angel gallardo;-35∞ -26' 53,62'';-59∞ -38' 56,66'';8/3/2023;16/9/2023;3;100;naku;2023;contratacian de varias empresas;1816/sigaf/2014;30575292174;vecinos;10;46213850;;
emilio castro;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;obra que como parte de una estrategia de despavimentacian esta orientada a aumentar el espacio verde en la ciudad;31200000;9;liniers;emilio castro entre fonrouge y pieres;-35∞ -25' 2,00'';-59∞ -38' 50,56'';31/10/2022;3/3/2023;3;100;construmex;2022;contratacian de varias empresas;1816/sigaf/2014;30696394217;vecinos;10;46213850;;
fernandez de enciso;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;obra que como parte de una estrategia de despavimentacian esta orientada a aumentar el espacio verde en la ciudad;6058064942;11;villa devoto;asuncian y mercedes;-35∞ -26' 53,05'';-59∞ -38' 50,69'';26/7/2022;22/11/2022;3;100;grupo varsovia;2022;licitacion publica;3510019lpu22;30711399336;vecinos;10;46213850;;
plaza congreso renovacion de juegos;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;obra en ejecucion;1980315106;1;monserrat;av rivadavia y av entre rios;-35∞ -19' 7,59'';-59∞ -32' 12,90'';1/4/2022;30/6/2022;3;100;zona verde;2018;licitacion publica;85030787 lpu18;30715029797;vecinos;10;46213850;;32659738/DGRU/2018
centro verde balbastro y de la rosa;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;provision e instalacion de bocas de incendio sistema de bombeo y rociadores;4931821080;7;flores;balbastro 3209 josa de la rosa 6245;-35∞ -26' 41,95'';-59∞ -36' 53,36'';10/1/2022;27/4/2022;3;100;evessa srl;2022;licitacion publica;71620768lpu21;30714846406;vecinos;10;46213850;;"17216022/DGEV/2019;"
carlos calvo e defensa y pera;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;mantenimiento parcial recolocacion de adoqua≠n;9729192;1;san telmo;carlos calvo 400600;-35∞ -26' 41,95'';-59∞ -36' 53,36'';17/1/2022;8/4/2022;3;100;betton;2022;licitacion publica de etapa maltiple;648/sigaf/2018;30578341087;vecinos;10;46213850;;21792841/DGEV/2018
barrio 31 conexiones domiciliarias de agua;Finalizada;hidraulica e infraestructura;ministerio de desarrollo humano y habitat;construccion de la infraestructura basica de agua para seguir avanzando con la formalizacian del barrio 31;7455597739;1;retiro;av pres raman castillo 10 buenos aires;-35∞ -24' 31,92'';-59∞ -37' 31,58'';25/10/2021;7/3/2022;3;100;cis srl;2022;licitacion publica;1177sigaf2021;30710393881;675;6;46213850;;
barrio 31 conexiones domiciliarias de agua;Finalizada;hidraulica e infraestructura;ministerio de desarrollo humano y habitat;construccion de la infraestructura basica de agua para seguir avanzando con la formalizacian del barrio 31;7754388525;1;retiro;av pres raman castillo 10 buenos aires;-35∞ -22' 38,80'';-59∞ -37' 34,03'';5/4/2022;15/7/2022;3;100;dasa sa;2022;licitacion publica;1177sigaf2021;30711014175;819;6;46213850;;
sistemas de reserva de agua potable  complejo habitacional 180 viviendas;Finalizada;arquitectura;corporacion buenos aires sur;la obra consiste en la ejecucion de los trabajos necesarios para la regularizacian de los sistemas de reserva de agua potable de cada uno de los edificios que forman parte del Äúcomplejo habitacional 180 viviendasÄù;3418834;8;villa soldati;fernandez de la cruz f gral av y lacarra av;-35∞ -27' 43,33'';-59∞ -30' 4,17'';22/4/2022;21/7/2022;3;100;jorge canelles ltda;2022;contratacian directa;01cbas2022;30708832959;vecinos;10;46213850;;
mantenimiento de redes cloacales  barrio los piletones enero a marzo;Finalizada;hidraulica e infraestructura;corporacion buenos aires sur;servicio mensual de limpieza y reparacion de redes cloacales agua e infraestructura en el barrio los piletones limpieza y mantenimiento de estacion de bombeo;695753;8;villa soldati;av lacarra plumerillo ana maria janer juan pablo ii;-35∞ -21' 51,75'';-59∞ -33' 18,43'';10/1/2020;31/3/2020;3;100;jorge canelles ltda;2020;convenio;94pcbas2020;30708832959;vecinos;10;46213850;;
mantenimiento de redes cloacales  barrio los piletones abril a junio;Finalizada;hidraulica e infraestructura;corporacion buenos aires sur;servicio mensual de limpieza y reparacion de redes cloacales agua e infraestructura en el barrio los piletones limpieza y mantenimiento de estacion de bombeo;800116;8;villa soldati;av lacarra plumerillo ana maria janer juan pablo ii;-35∞ -21' 48,42'';-59∞ -33' 34,16'';1/4/2020;30/6/2020;3;100;jorge canelles ltda;2020;convenio;94pcbas2021;30708832959;vecinos;10;46213850;;
conexiones de agua  los piletones;Finalizada;hidraulica e infraestructura;corporacion buenos aires sur;se continua con la conexian domiciliaria de cada vecino a la red nueva de agua potable se realizaron en manzanas 1 (cant 21) y en mz 2 (cant 45)  incluyo la reparacion de veredas se continua con las conexiones en manzana 3 y 4;193622;8;villa soldati;av lacarra plumerillo ana maria janer juan pablo ii;-35∞ -21' 48,42'';-59∞ -33' 34,16'';1/4/2020;30/6/2020;3;100;una nueva esperanza ltda;2020;obra de emergencia;88pcbas2020;30714994952;vecinos;10;46213850;;
mantenimiento integral  abril mayo y junio 20;Finalizada;hidraulica e infraestructura;corporacion buenos aires sur;con caracter de urgencia la realizacian de tareas mensuales de mantenimiento integral de 8 (ocho) hectareas del parque de las victorias;1260000;8;villa lugano;av larrazabal 4880 entre av ff de la cruz y av roca;-35∞ -21' 55,34'';-59∞ -33' 21,13'';1/4/2020;30/6/2020;3;100;la idea construida ltda;2020;obra de emergencia;88pcbas2020;30711217076;usuarios;10;46213850;;
chillers;Finalizada;salud;ministerio de salud;reparacion de equipos chiller;8891000;1;constitucion;montes de oca 40;-35∞ -20' 32,31'';-59∞ -33' 15,53'';2/2/2021;3/5/2021;3;100;lemme obras civiles srl;2021;licitacion publica;resol20211183gcabassass;30712255249;vecinos;10;46213850;;
oxigeno central en pabellon 2;Finalizada;salud;ministerio de salud;provision e instalacion de materiales y equipos para la instalacion de oxa≠geno y aspiracian correspondientes al pabellon 2;8834500;7;flores;varela 1301;-35∞ -20' 32,31'';-59∞ -33' 15,53'';19/5/2021;17/8/2021;3;100;oxigenoterapia norte sacifia;2021;2095;di2021136gcabadgadcyp;30535645244;vecinos;10;46213850;;
oxigeno central en pabellon pqr;Finalizada;salud;ministerio de salud;ampliacion de la red de suministro de oxa≠geno central en el pabellon pqr;7087524;3;balvanera;gral urquiza 609;-35∞ -20' 32,31'';-59∞ -33' 15,53'';21/3/2021;26/6/2021;3;100;oxigenoterapia norte sacifia;2021;2095;di2021136gcabadgadcyp;30535645244;vecinos;10;46213850;;
compresores y bombas de vacio;Finalizada;salud;ministerio de salud;provision e instalacion de equipos para reforzar las centrales de aire comprimido;18284745;1;constitucion;montes de oca 40;-35∞ -19' 22,65'';-59∞ -32' 39,44'';28/4/2022;18/8/2022;3;100;oxigenoterapia norte sacifia;2021;2095;di202285gcabadgadcyp;30535645244;vecinos;10;46213850;;13793268/DGPUYA/2014
compresores y bombas de vacio;Finalizada;salud;ministerio de salud;provision e instalacion de equipos para reforzar las centrales de aire comprimido;8261067;9;mataderos;pilar 950;-35∞ -19' 22,65'';-59∞ -32' 39,44'';28/4/2022;18/8/2022;3;100;oxigenoterapia norte sacifia;2021;2095;di202285gcabadgadcyp;30535645244;vecinos;10;46213850;;32.904.638-DGINFU-2015
barrio rodrigo bueno;Finalizada;salud;ministerio de salud;fortalecimiento y desarrollo del primer nivel de atencian se construira en la manzana 63m del barrio rodrigo bueno;42000007;1;puerto madero;manzana 63m;-35∞ -20' 22,44'';-59∞ -33' 30,62'';27/6/2022;30/9/2022;3;100;gramma servicios sas;2022;2095;di2022128gcabadgadcyp;30715848461;vecinos;10;46213850;;19178451-UPEVO/2016
cruces nivelados piedras;Finalizada;espacio publico;ministerio de espacio publico e higiene urbana;el proyecto tiene como objetivo la renovacion y puesta en valor de ciertas areas que conforman el casco histarico de la ciudad la propuesta busca activar el area en tarminos tura≠sticos culturales y comerciales se busca mejorar del mismo modo la calidad ambiental favoreciendo la caminabilidad la intervencion proyectada se basa principalmente en un criterio de conservacian y restauracion ejecutando tareas de limpieza y proteccian conjuntamente con obras de iluminacion que jerarquizan los elementos significativos;251000000;1;monserrat;piedras e/belgrano y juan de garay;-35∞ -27' 2,19'';-59∞ -32' 47,84'';2/2/2023;2/5/2023;3;100;seobricavial;2023;licitacion publica de etapa maltiple;648/sigaf/2018;30680314337;vecinos;10;46213850;;
construccion de canil  barrio olimpico  comuna 8;Finalizada;espacio publico;corporacion buenos aires sur;tareas de movimiento de suelos hormigon armado tendido de red de agua potable desagaºes pluviales e instalacion electrica para la construccion de espacio publico para mascotas de 476 m2 y cuenta con juegos caninos y bebederos;14835564;8;villa lugano;calles 23 de junio y alberto demiddi;-34592811∞ 0' 0,00'';-58384472∞ 0' 0,00'';28/12/2022;28/3/2023;3;100;la solidaridad ltda;2022;contratacian directa;13cbas2022;30709618195;vecinos;10;46213850;;
oficinas ministerio de justicia y seguridad hornos 238 pisos 1 2 4;Desestimada;arquitectura;ministerio de seguridad;refuncionalizacion para la mudanza del 911 (despachos y atendedores) y sala de operaciones;19961650;4;barracas;hornos gral 238;0∞ 0' 0,00'';0∞ 0' 0,00'';11/10/2016;9/1/2017;3;100;bosquimano sa;2016;desestimada;desestimada;30711470022;73377;20;;;
destacamento de bomberos flores estacion  cuartel vii falcon 2255  etapa 2;Finalizada;arquitectura;ministerio de seguridad;refaccion destacamento de bomberos impermeabilizacion reemplazo de artefactos de gas carpintera≠≠as iluminacion pisos y zacalos refuncionalizacion de escalera revestimientos en baaos y vestuarios cambio de cubierta de chapa trabajos de pintura;6500000;7;flores;falcon ramon lcnel 2255;0∞ 0' 0,00'';0∞ 0' 0,00'';6/5/2017;12/8/2017;3;100;industrias mas srl;2017;licitacion publica;29000093lpu17;30707041990;142695;10;2,02E+11;;
anillo digital  centro de monitoreo sur;Finalizada;arquitectura;ministerio de seguridad;construccion de centro de monitoreo en modalidad steel frame con superficies vidriadas y marquesina con identificacian institucional instalaciones de centro de monitoreo con videowall y pcs oficina administrativa y servicios necesarios para el apoyo al anillo digital de seguridad;15332570;8;villa riachuelo;paz gral av y 27 de febrero av;0∞ 0' 0,00'';0∞ 0' 0,00'';1/9/2016;21/12/2016;3;100;bosquimano sa;2016;decreto  433/16;no aplica;30711470022;13995;20;2,02E+11;;
anillo digital  centro de monitoreo norte;Finalizada;arquitectura;ministerio de seguridad;construccion de centro de monitoreo en modalidad steel frame con superficies vidriadas y marquesina con identificacian institucional instalaciones de centro de monitoreo con videowall y pcs oficina administrativa y servicios necesarios para el apoyo al anillo digital de seguridad;15897150;12;saavedra;paz gral av y acceso norte  panamericana;"-34.650675
-34.666304";"-58.457814
-58.490534
";1/9/2016;21/12/2016;3;100;bosquimano sa;2016;decreto  433/16;no aplica;30711470022;48956;20;2,02E+11;;
oficinas ministerio de justicia y seguridad hornos 238 pisos 1;Finalizada;arquitectura;ministerio de seguridad;refuncionalizacion para la mudanza del 911 (despachos y atendedores) y sala de operaciones piso  1;740529331;4;barracas;hornos gral 238;-35∞ -25' 40,96'';-59∞ -33' 4,45'';11/10/2016;9/1/2017;3;100;bosquimano sa;2016;decreto  433/16;no aplica;30711470022;73377;20;2,02E+11;;
centro de monitoreo urbano 9 de julio;Finalizada;arquitectura;ministerio de seguridad;reacondicionamiento del inmueble en el sector peatonal a efectos de optimizar y asegurar el funcionamiento de un centro de monitoreo urbano;2341194154;1;san nicolas;av diagonal roque saenz penia (diagonal norte) y calle cerrito;-35∞ -22' 19,15'';-59∞ -36' 25,62'';27/2/2019;28/5/2019;3;100;da fraâ obras civiles sa;2019;decreto  433/16;no aplica;30711388768;vecinos;10;2,02E+11;;
provision y colocacion de modulos prefabricados para oficina y sanitarios;Finalizada;arquitectura;secretaria de transporte y obras publicas;provision y montaje modulos de oficinas y sanitarios;2466743093;4;barracas;herrera y rio cuarto;-35∞ -21' 1,87'';-59∞ -34' 16,08'';23/1/2023;15/5/2023;3;100;ecosan sa;2022;Licitacion Publica Bac;73231677lpu22;30707696849;usuarios;10;2,02E+11;;
base de agentes rio iv modulos oficinas;En Ejecucion;arquitectura;secretaria de transporte y obras publicas;provision y montaje modulos de oficinas y sanitarios;1570895834;4;barracas;herrera y rio cuarto;-34575453∞ 0' 0,00'';-58460181∞ 0' 0,00'';23/1/2023;30/7/2023;3;99;ecosan sa;2022;licitacion publica;73231677lpu22;30707696849;vecinos;10;46213850;;
barrio los piletones pluviales calle lacarra a cloacales mz 10 barrio los piletones a camara aquietamiento carrillo a pluviales nueva esperanza;Finalizada;hidraulica e infraestructura;corporacion buenos aires sur;la obra consiste en reparaciones varias en pasillo 3 de mz1desaga≠ºe pluvial sobre calle lacarra desaga≠ºe cloacal en mz 10 reconstruccion de camara de aquietamiento en estacion de bombeo carrillo y desaga≠ºe pluvial en barrio nueva esperanza;7120573;8;villa soldati;lacarra av 2700;-35∞ -20' 35,75'';-59∞ -34' 53,36'';31/7/2018;13/12/2018;3;94;goli construcciones srl;2018;contratacian directa;43cbas2018;30715832255;vecinos;10;46213850;;
reforma integral centro de accion familar caf cemai;Finalizada;arquitectura;ministerio de desarrollo humano y habitat;mejoramiento y puesta en valor de edificio existente renovacion de instalaciones cambio de cubierta incorporacian de nuevo equipamiento;93421180;4;barracas;damianovich 3368;-35∞ -25' 7,45'';-59∞ -38' 0,20'';3/8/2023;1/11/2023;3;1;servec sa;2023;licitacion publica;4510017lpa23;30683655143;usuarios;10;2,02E+11;;
reforma integral centro de accion familar caf  6;Finalizada;arquitectura;ministerio de desarrollo humano y habitat;puesta en valor de la edificacian existente y construccion de un nuevo sector de comedor renovacion de instalaciones sanitarias electricas y de termomecanica renovacion del equipamiento;91164513;1;retiro;casa 30 manzana 22 barrio ypf retiro barrio 31;-35∞ -25' 57,78'';-59∞ -30' 44,11'';20/7/2023;18/12/2023;3;1;blue steel s a;2023;licitacion publica;4510008lpa23;30709422967;usuarios;10;2,02E+11;;
relocalizacion canierias impulsion l1 y l2 de aysa en gigena;En Ejecucion;ingenieria;secretaria de transporte y obras publicas;corrimiento de dos lineas de agua potable de dn 1100 mm;21000000;14;palermo;freyre entre dorrego e infanta isabel;-35∞ -23' 36,71'';-59∞ -39' 37,96'';16/1/2023;16/4/2023;3;0;c&e;2022;licitacion publica;1816/sigaf/2014;30505454436;vecinos;10;46213850;;
tendido de red interna de agua potable en complejo habitacional 180 viviendas;Recision;hidraulica e infraestructura;corporacion buenos aires sur;las tareas necesarias de excavaciones y rellenos para el nuevo tendido de red interna de agua potable hasta la conexian a red existente;20342534;8;villa soldati;fernandez de la cruz av y lacarra av;-35∞ -21' 22,23'';-59∞ -34' 28,62'';18/9/2023;17/12/2023;3;0;jorge canelles ltda;2023;contratacian directa;02cbas2023;30708832959;vecinos;10;46213850;;
demolicion por riesgo estructural diagenes taborda  1553;Adjudicada;arquitectura;subsecretaria de proyectos y obras;demolicion de edificio con riesgo estructural;12601219103;4;nueva pompeya;diagenes taborda  1553;-34.610.441;-58.380.034;a/d;a/d;3;0;demoliciones mitre;2024;contratacian directa;102410001cdi24;30657536551;vecinos;10;2,02E+11;;
