nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;expediente-numero
Rejas, alambrado y portón – Parque Olímpico (mayo 20);Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;Con Carácter De Urgencia, Trabajos De Arreglo Y Colocación De Rejas Y Alambrado En El Parque Olímpico;$ 2.073.079,00;8;Villa Lugano;Escalada Av. Y Presidente Roca Av.;-34,675641;-58,454314;1/5/2020;31/5/2020;1;100;Santa Ana Ltda;2020;Obra de emergencia;88-PCBAS-2020;30712072705;usuarios;10;46213850
Mantenimiento Barrio Olímpico - julio 20;Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;Con Carácter De Urgencia La Realización De Tareas  De Mantenimiento De Espacios Verdes En El  Barrio Olímpico, Manzana 123 A-B-C-D-E-F-G-I-L-M, De Esta Ciudad;$ 375.888,00;8;Villa Lugano;Fernandez de la Cruz Av.,Escalada Av. Y Presidente Roca Av.;-34,675641;-58,454314;1/7/2020;31/7/2020;1;100;Santa Ana Ltda;2020;Obra de emergencia;88-PCBAS-2020;30712072705;usuarios;10;46213850
Mantenimiento integral - abril -mayo y junio 20;Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;Con Carácter De Urgencia, La Realización De Tareas Mensuales De Mantenimiento Integral De 8 (Ocho) Hectáreas Del Parque De Las Victorias.;$ 1.260.000,00;8;Villa Lugano;Av. Larrazábal 4880, Entre Av. F.F. de la Cruz y Av. Roca;-34,68355;-58,455832;1/4/2020;30/6/2020;3;100;LA IDEA CONSTRUIDA LTDA;2020;Obra de emergencia;88-PCBAS-2020;30711217076;usuarios;10;46213850
Redes cloacales - Complejo Habitacional Los Piletones (Julio-Dic. 2020);Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;"Servicio mensual de limpieza y reparación de redes cloacales; tareas de reparación y mantenimiento de azoteas y fachadas; iluminación de escaleras y cerramientos perimetrales del Complejo Habitacional Los Piletones";$ 4.580.367,00;8;Villa Soldati;Juan Pablo II, Plumerillo y v. Asturias;-34,66345;-58,459489;1/7/2020;31/12/2020;6;100;Jorge Canelles Ltda;2020;Obra de emergencia;88-PCBAS-2020;30708832959;vecinos;10;46213850
Mantenimiento mensual predio del estacionamiento ex Parque de la Ciudad;Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;Mantenimiento mensual del predio con las siguientes tareas: desmalezado, limpieza, corte de césped, barrido, barrido profundo de solados, cemento/asfáltico. Mantenimiento de Red Pluvial existente, incluye tareas de desobstrucción manual o con equipo apropiado;$ 2.367.800,00;8;Villa Lugano;Escalada Av. Y Presidente Roca Av.;-34,675641;-58,454314;10/9/2020;10/9/2021;12;100;Marcelina Vial SA;2020;Contratacion Menor;02-CBAS-2020;30714545473;usuarios;10;46213850
Redes cloacales - Complejo Habitacional Los Piletones (Enero-Junio 2021);Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;"Servicio mensual de limpieza y reparación de redes cloacales; tareas de reparación y mantenimiento de azoteas y fachadas; iluminación de escaleras y cerramientos perimetrales del Complejo Habitacional Los Piletones. ";$ 4.580.367,00;8;Villa Soldati;Juan Pablo II, Plumerillo y v. Asturias;-34,66345;-58,459489;1/1/2021;30/6/2021;6;100;Jorge Canelles Ltda;2021;Convenio;65-PCBAS-21;30708832959;vecinos;10;46213850
Reparación de sistema de iluminación en espacios comunes en C.H. 180 viviendas ;Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;La Realización De Tareas De Reparación Del Sistema De Iluminación De Los Espacios Comunes Del Complejo Habitacional De 180 Viviendas ;$ 83.556,00;8;Villa Soldati;Fernandez De La Cruz Av. Y Lacarra Av.;-34,66492169;-58,44995894;19/4/2021;6/5/2021;1;100;Jorge Canelles Ltda;2021;Obra de emergencia;88-PCBAS-2020;30708832959;vecinos;10;46213850
Impermeabilización de Azotea - Edificio N° 14 - Complejo Habitacional Los Piletones;Finalizada;Arquitectura;Corporación Buenos Aires Sur;La obra consiste en la impermeabilización de la totalidad de las azoteas del edificio Nº14 que involucran las azoteas transitables sobre las unidades de vivienda, la cubierta sobre el núcleo de escaleras, la azotea sobre lavaderos y el interior de los mismos, incluye la impermeabilización de la azotea de sala de tanques ubicada en planta baja.;$ 5.568.107,00;8;Villa Soldati;Sendero DE LA PAZ 3954;-34,664686;-58,456458;18/10/2022;17/11/2022;1;100;Las Palmas Ltda;2022;Contratación Directa;05-CBAS-2022;30715625608;vecinos;10;46213850
Impermeabilización de Azotea - Edificio N° 15 - Complejo Habitacional Los Piletones;Finalizada;Arquitectura;Corporación Buenos Aires Sur;La obra consiste en la impermeabilización de la totalidad de las azoteas del edificio Nº15 que involucran las azoteas transitables sobre las unidades de vivienda, la cubierta sobre el núcleo de escaleras, la azotea sobre lavaderos y el interior de los mismos, incluye la impermeabilización de la azotea de sala de tanques ubicada en planta baja y el reemplazo de cañeria pluvial exterior.;$ 5.569.868,00;8;Villa Soldati;Janer, Ana Maria 3956;-34,664686;-58,456458;30/9/2022;30/10/2022;1;100;LA UNION LTDA;2022;Contratación Directa;06-CBAS-2023;30711170053;vecinos;10;46213850
Impermeabilización de Azotea - Edificio N° 16 - Complejo Habitacional Los Piletones;Finalizada;Arquitectura;Corporación Buenos Aires Sur;La obra consiste en la impermeabilización de la totalidad de las azoteas del edificio Nº 16 que involucran las azoteas transitables sobre las unidades de vivienda, la cubierta sobre el núcleo de escaleras, la azotea sobre lavaderos y el interior de los mismos, incluye la impermeabilización de la azotea de sala de tanques ubicada en planta baja.;$ 5.540.020,00;8;Villa Soldati;Janer, Ana Maria 3955;-34,664686;-58,456458;20/10/2022;19/11/2022;1;100;Semillero del Sur Ltda;2022;Contratación Directa;07-CBAS-2022;30717500454;vecinos;10;46213850
Mudanza ex Pedelai;En ejecución;Salud;Ministerio de Salud;Traslado del Cesac 15 al pabellón ex-Padelai ubicado junto a la Sede Comunal 1 a fin de mejorar las prestaciones de salud. El proyecto contempla la remodelación integral de un sector del pabellón existente para la incorporación de un programa médico similar al del Cesac 15 actual. ;$ 338.882.000,20;1;San Telmo;Balcarce y av. San Juan;-34,6207992;-58,3692879;16/1/2023;31/10/2024;12;38;CUNUMI S.A.;2022;Licitación Pública;DI-2022-404-GCABA-DGADCYP;30615748036;vecinos;10;46213850
Tomografo;Finalizada;Salud;Ministerio de Salud;La obra consistio en la remodelación de un sector del edificio existente para la incorporación de una sala de tomografía en planta baja, y el traslado de oficinas que integran el departamento económico financiero;$ 58.887.197,53;10;Monte Castro;Calderon De La Barca, Pedro 1550;-34,62522696;-58,50749905;9/1/2023;6/8/2023;6;100;SEHOS S.A.;2022;Licitación Pública;DI-2022-400-GCABA-DGADCYP;30649820704;vecinos;10;46213850
Modernizacion de Ascensores pabellon Romano;Finalizada;Salud;Ministerio de Salud;Reemplazo de ascensores del pabellón Romano.;$ 25.870.000,00;6;Caballito;Diaz Velez 5044;-34,60887154;-58,43788838;18/11/2021;31/7/2023;11;100;OPCION MYCA S.R.L.;2021;2095;DI-2021-325-GCABA-DGADCYP;30708326611;vecinos;10;46213850
Etapa 3 Internacion 40 camas;Finalizada;Salud;Ministerio de Salud;Construcción en Planta Baja de un nuevo volumen con entrepiso técnico, sus conectores, áreas de abastecimiento y ampliación en edificio existente. Superficie: 4.335m2.;$ 680.444.012,00;8;Villa Lugano;Av. Fernandez de la Cruz 4402;-34,67375284;-58,4590247;18/4/2022;11/7/2023;15;100;TALA CONSTRUCCIONES S.A.;2021;Licitación Pública; RESOL-2022-310-GCABA-SSASS;30708267984;vecinos;10;46213850
Centro Transformación Instalación Eléctrica;En ejecución;Salud;Ministerio de Salud;Nuevo suministro eléctrico de media tensión y red eléctrica, y adquisición de dos grupos electrógenos de 800 kva. La obra implica el reacondicionamiento de túneles existentes y de una red de cañeros enterrados.;$ 430.797.000,00;2;Recoleta;Gallo 1330;-34,59452279;-58,41073191;2/5/2022;1/7/2023;15;52.42;MEJORES HOSPITALES S.A.;2021;Licitación Pública;DI-2022-72-GCABA-DGADCYP;30647354072;vecinos;10;46213850
Pabellon Cobo etapa 2;Finalizada;Salud;Ministerio de Salud;Remodelación del Pabellón Cobo. Esterilización, Terapia Intermedia y UTI.;$ 496.968.859,77;2;Recoleta;Av. Las Heras 2670;-34,58435525;-58,40081125;18/4/2022;31/8/2023;15;100;KIR SRL;2021;Licitación Pública; DI-2022-62-GCABA-DGADCYP;30702232046;vecinos;10;46213850
Refuncionalización / remodelación;Finalizada;Salud;Ministerio de Salud;Refuncionalización y remodelación parcial del Cesac 20, mejorando la situación edilicia actual, realizando obra civil y modificación de las instalaciones existentes.;$ 35.000.000,00;7;Flores;Ana María Janer y Charrua 2330;-34,6498805;-58,4385617;19/9/2022;12/3/2022;5;100;BLUESTEEL;2021;Licitación Pública;DI-2022-246-GCABA-DGADCYP;30709422967;vecinos;10;46213850
Guardia Central - Relocalización y obra nueva;En ejecución;Salud;Ministerio de Salud;Construcción de un nuevo volumen que se adosa al Pabellón II, ante la necesidad de concentrar las áreas críticas, que actualmente se encuentran en diferentes pabellones;$ 821.336.728,82;7;Flores;Varela 1301;-34,64412433;-58,45367459;15/11/2022;30/11/2024;25;38;LESKO S.A.C.I.F.I.A.;2022;Licitación Pública;RESOL-2022-1423-GCABA-SSASS;30520282528;vecinos;10;46213850
Esterilización;Finalizada;Salud;Ministerio de Salud;Ampliación y Remodelación Integral incluyendo obra civil y la totalidad de las instalaciones.;$ 51.840.634,00;12;Coghlan;Monroe 3555;-34,56510578;-58,47098644;1/12/2022;14/7/2023;6;100;MH CONSTRUCCIONES Y SERVICIOS S.A.;2022;Licitación Pública;DI-2022-339-GCABA-DGADCYP;30707962654;vecinos;10;46213850
Casa Heredia;Finalizada;Salud;Ministerio de Salud;Trabajos de refacción y puesta en valor de la Casa de la Integración Social sito en Heredia 390.;$ 13.018.940,55;15;Villa Ortuzar;Heredia 390;-34,5877705;-58,4664322;22/9/2021;3/3/2022;7;100;KION S.A.I.C.;2019;Licitación Pública;2019-351-SSASS;33522512279;vecinos;10;46213850
Plataforma Autoelevadora;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de una plataforma elevadora de sillas de rueda en el acceso;$ 1.397.032,00;14;Palermo;El Salvador 4087;-34,59087;-58,42013;17/9/2021;7/10/2021;1;100;ENRIQUE ROBERTO GALVAN;2021;2095;DI-2021-247-GCABA-DGADCYP;20121511658;vecinos;10;46213850
Nuevo Centro Unico de DIscapacidad;Finalizada;Salud;Ministerio de Salud;Refuncionalización de un sector de PB en un edificio administrativo, propiedad del Gobierno de la Ciudad de Buenos Aires, para la instalación de los Espacios de Atención del CUD, destinado al asesoramiento y tramitación del Certificado Único de Discapacidad.;$ 23.759.345,40;1;San Nicolas;Piedras 1277;-34,6224;-58,37708;28/12/2020;26/6/2021;6;100;CONTROLCLIM S.A.;2020;Decreto N° 433/16;RESOL-2021-173-GCABA-MSGC;30708689412;vecinos;10;46213850
Oxigeno Central en Clinica Medica PB;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de materiales y equipos para la instalación de gases médicos para el Pabellón A ;$ 854.335,13;7;Flores;Aranguren, Juan F., Dr. 2701;-34,62429216;-58,46942184;17/5/2021;27/5/2021;1;100;TH PANELES DE CABECERA SRL;2021;2095;DI-2021-141-GCABA-DGADCYP;30711322953;vecinos;10;46213850
Remodelación Pabellón K, Servicio Endocrinologí­a, Hospital Alvarez;Finalizada;Salud;Ministerio de Salud;Remodelar y ampliar los sectores de Endocrinologí­a en una nueva localización, correspondiente a la planta baja del Pabellón K, donde anteriormente funcionaba la lavanderí­a y roperí­a.;$ 10.168.380,09;7;Flores;Aranguren, Juan F., Dr. 2701;-34,62429216;-58,46942184;1/10/2019;24/1/2021;14;100;CONTROLCLIM S.A.;2020;2095;DI-2021-197-GCABA-DGADCYP;30708689412;vecinos;10;46213850
Ductos de Internacion Piso 2;Finalizada;Salud;Ministerio de Salud;Sistemas de Conductos de Aire Acondicionado para Internación 2do. Piso;$ 7.948.000,00;4;Barracas;Dr. Ramón Carrillo 375;-34,63653701;-58,38187854;3/9/2021;31/1/2022;5;100;CONTROLCLIM S.A.;2021;2095;DI-2021-242-GCABA-DGADCYP;30708689412;vecinos;10;46213850
Oxigeno Central;Finalizada;Salud;Ministerio de Salud;Ampliación de la red de Oxigeno.;$ 945.532,72;6;Caballito;Patricias Argentinas 950;-34,60708469;-58,43287863;24/9/2021;14/10/2021;1;100;TECNO NODO S.A.;2021;2095;DI-2021-141-GCABA-DGADCYP;30714471860;vecinos;10;46213850
Nuevo AA UTI-UTIM;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de un Sistema de Tratamiento de Aire Acondicionado Frio-Calor en las Unidades de Terapia Intensiva y Terapia Intermedia;$ 14.332.000,00;6;Caballito;Diaz Velez 5044;-34,60887154;-58,43788838;7/10/2020;16/4/2021;6;100;ECOHM S.R.L.;2020;2095;DI-2020-23702390-GCABA-DGADCYP;30712548114;vecinos;10;46213850
Nuevo compresor de Aire Comprimido;Finalizada;Salud;Ministerio de Salud;Provisión e instalacion de nuevo compresor para aire comprimido.;$ 5.927.790,00;6;Caballito;Diaz Velez 5044;-34,60887154;-58,43788838;30/5/2021;6/7/2021;1;100;TH PANELES DE CABECERA SRL;2020;2095;DI-2021-302-GCABA-DGADCYP;30711322953;vecinos;10;46213850
Chillers;Finalizada;Salud;Ministerio de Salud;Reparación de equipos chiller.;$ 8.891.000,00;1;Constitución;Montes de Oca 40;-34,62890617;-58,37761195;2/2/2021;3/5/2021;3;100;LEMME OBRAS CIVILES S.R.L.;2021;Licitación Pública;RESOL-2021-1183-GCABA-SSASS;30712255249;vecinos;10;46213850
Nuevo compresor de Aire Comprimido;Finalizada;Salud;Ministerio de Salud;Provisión e instalacion de nuevo compresor para aire comprimido.;$ 2.247.259,84;8;Villa Lugano;Fernandez De La Cruz, F., Gral. Av. 4402;-34,67375284;-58,4590247;30/5/2021;9/6/2021;1;100;TECNO NODO S.A.;2021;Decreto N° 433/16;RESOL-2021-550-GCABA-SSASS;30714471860;vecinos;10;46213850
Nuevo Grupo Electrogeno;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de Grupo Electrógeno;$ 13.837.000,00;11;Villa Gral. Mitre;Juan B. Justo 4151;-34,60522;-58,46019;26/3/2021;26/5/2021;2;100;TH PANELES DE CABECERA SRL;2021;2095;DI-2021-141-GCABA-DGADCYP;30711322953;vecinos;10;46213850
Oxigeno Central en Pabellon 30;Finalizada;Salud;Ministerio de Salud;Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxígeno, óxido nitroso y subsistema de aspiración;$ 4.197.142,73;4;Parque Patricios;Uspallata 2272;-34,63721751;-58,39299957;26/5/2021;15/7/2021;1;100;OXIGENOTERAPIA NORTE S.A.C.I.F.I.A.;2021;2095;DI-2021-136-GCABA-DGADCYP;30535645244;vecinos;10;46213850
Oxigeno Central en Pabellon Koch;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de materiales y equipos para la instalación de gases médicos para el Pabellón Kock, Piso 2.;$ 1.546.652,13;4;Parque Patricios;Uspallata 2272;-34,63721751;-58,39299957;21/5/2021;5/6/2021;1;100;TECNO NODO S.A.;2021;2095;DI-2021-136-GCABA-DGADCYP;30714471860;vecinos;10;46213850
Cerramientos Perimetrales;Finalizada;Salud;Ministerio de Salud;Provisión y ejecución Cerramientos Perimetrales y Accesos más efectivos y seguros en el Hospital.;$ 24.865.587,96;4;Parque Patricios;Chutro, Pedro, Prof., Dr. 3380;-34,64305175;-58,41141236;17/12/2021;15/5/2022;5;100;MONJE CONSTRUCCIONES;2021;Licitación Pública;DI-2021-335-GCABA-DGADCYP;30711946957;vecinos;10;46213850
Nuevo compresor de Aire Comprimido;Finalizada;Salud;Ministerio de Salud;Provisión e instalacion de nuevo compresor para aire comprimido.;$ 5.868.500,00;4;Parque Patricios;Chutro, Pedro, Prof., Dr. 3380;-34,64305175;-58,41141236;30/5/2021;20/7/2021;2;100;TH PANELES DE CABECERA SRL;2021;Decreto N° 433/16;DI-2021-134-GCABA-DGRFISS;30711322953;vecinos;10;46213850
Oxigeno Central en Pabellon Mouras;Finalizada;Salud;Ministerio de Salud;Ampliación de la red de Oxígeno y Vacío de uso Médico en el 2° piso;$ 4.055.520,00;4;Parque Patricios;Chutro, Pedro, Prof., Dr. 3380;-34,64305175;-58,41141236;11/3/2022;20/4/2022;1;100;TECNO NODO S.A.;2021;2095;DI-2021-136-GCABA-DGADCYP;30714471860;vecinos;10;46213850
Oxigeno Central en Pabellon 2;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de materiales y equipos para la instalación de Oxígeno y Aspiración correspondientes al Pabellón 2;$ 8.834.500,00;7;Flores;Varela 1301;-34,64412433;-58,45367459;19/5/2021;17/8/2021;3;100;OXIGENOTERAPIA NORTE S.A.C.I.F.I.A.;2021;2095;DI-2021-136-GCABA-DGADCYP;30535645244;vecinos;10;46213850
Oxigeno Central en Internacion Cardiologia;Finalizada;Salud;Ministerio de Salud;Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxígeno, óxido nitroso y subsistema de aspiración.;$ 1.214.099,48;12;Coghlan;Monroe 3555;-34,56510578;-58,47098644;26/5/2021;15/6/2021;1;100;TECNO NODO S.A.;2021;Decreto N° 433/16;RESOL-2021-525-GCABA-SSASS;30714471860;vecinos;10;46213850
Oxigeno Central en Pabellon PQR;Finalizada;Salud;Ministerio de Salud;Ampliación de la Red de Suministro de Oxígeno Central en el Pabellón PQR;$ 7.087.524,00;3;Balvanera;Gral. Urquiza 609;-34,61762051;-58,40940032;21/3/2021;26/6/2021;3;100;OXIGENOTERAPIA NORTE S.A.C.I.F.I.A.;2021;2095;DI-2021-136-GCABA-DGADCYP;30535645244;vecinos;10;46213850
Oxigeno Central PQR;Finalizada;Salud;Ministerio de Salud;Ampliación de la Red de Suministro de Oxígeno Central en el Pabellón PQR;$ 1.216.118,00;3;Balvanera;Gral. Urquiza 609;-34,61762051;-58,40940032;29/10/2021;28/11/2021;1;100;ACCES SYSTEM S.R.L.;2021;2095;DI-2021-275-GCABA-DGADCYP;30687227790;vecinos;10;46213850
Oxigeno Central en Pabellon Cirugia;Finalizada;Salud;Ministerio de Salud;Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxígeno, óxido nitroso y subsistema de aspiración.;$ 1.446.748,60;2;Recoleta;Av. Las Heras 2670;-34,58435525;-58,40081125;26/5/2021;10/7/2021;2;100;TECNO NODO S.A.;2021;2095;DI-2021-136-GCABA-DGADCYP;30714471860;vecinos;10;46213850
Agua Fría y Caliente Pabellón “A”;Finalizada;Salud;Ministerio de Salud;Readecuación de la Instalación de Agua Fría y Caliente de los núcleos sanitarios de todos los pisos del Pabellón “A”;$ 9.198.937,00;10;Monte Castro;Segurola 1949;-34,6184677;-58,5016028;17/12/2021;29/4/2022;5;100;TALA CONSTRUCCIONES S.A.;2018;Licitación Pública;2018-2088-MSGC;30708267984;vecinos;10;46213850
Oxigeno Central en Segundo Piso;Finalizada;Salud;Ministerio de Salud;Oxigeno Central en Segundo Piso;$ 1.701.109,00;10;Monte Castro;Segurola 1949;-34,6184677;-58,5016028;13/4/2021;26/4/2021;1;100;FAMOX S.A.;2021;2095;DI-2021-284-GCABA-DGADCYP;30708494905;vecinos;10;46213850
Nueva bomba de Vacio;Finalizada;Salud;Ministerio de Salud;Provisión e instalacion de nueva bomba de vacio.;$ 1.065.692,81;15;Villa Ortuzar;Combatientes de Malvinas 3002;-34,58730744;-58,47089275;31/5/2021;7/6/2021;1;100;CO.SE.BA. S.A.;2020;Licitación Pública;DI-2020234-GCABA-DGADCYP;30678613033;vecinos;10;46213850
